,Dzień Znalezienia,Numer Pociągu,Relacja Pociągu,Stacja Znalezienia,Rodzaj Rzeczy
244,2025-01-13,15102.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Saszetka / Nerka
245,2025-01-13,8109.0,Szczecin Gł. - Suwałki,Białystok,Reklamówka / Torba
246,2025-01-13,31102.0,Kraków Gł. - Warszawa Wsch.,Warszawa Wschodnia,Książka
247,2025-01-13,13104.0,Warszawa Wsch. - Przemyśl Gł.,Przemyśl Główny,Sprzęt Sportowy
248,2025-01-13,38108.0,Zakopane - Szczecin Gł.,Szczecin Główny,Walizka / Plecak
249,2025-01-13,3820.0,Kraków Gł. - Szczecin Gł.,Szczecin Główny,Walizka / Plecak
250,2025-01-13,83104.0,Piła Gł. - Rzeszów Główny,Puławy Miasto,Telefon
251,2025-01-13,1500.0,Warszawa Zach. - Gdynia Gł.,Gdynia Główna,Ubranie
252,2025-01-13,1522.0,Łódź Fabryczna - Olsztyn Gł.,Działdowo,Walizka / Plecak
253,2025-01-13,14100.0,Warszawa Wsch. - Gliwice,Gliwice,Sprzęt Elektroniczny
254,2025-01-13,5328.0,Olsztyn Gł. - Kraków Gł.,Kielce Główne,Walizka / Plecak
255,2025-01-13,3532.0,Kraków Gł,Olsztyn Główny,Saszetka / Nerka
256,2025-01-13,84100.0,Słupsk - Katowice,Katowice,Sprzęt Elektroniczny
257,2025-01-13,57100.0,Olsztyn Gł. - Poznań Gł.,Inowrocław,Sprzęt Elektroniczny
258,2025-01-13,41.0,Berlin Gesundbrunnen - Warszawa Wsch.,Poznań Główny,Saszetka / Nerka
259,2025-01-13,1620.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
260,2025-01-13,48100.0,Katowice - Ustka,Białogard,Reklamówka / Torba
261,2025-01-13,83170.0,Kołobrzeg - Kraków Gł.,Radom Główny,Walizka / Plecak
262,2025-01-13,2720.0,Lublin Gł. - Poznań Gł.,Pabianice,Walizka / Plecak
263,2025-01-12,83100.0,Świnoujście - Rzeszów Główny,Lublin Główny,Reklamówka / Torba
264,2025-01-12,18104.0,Białystok - Szczecin Gł.,Sopot,Kosztowności
265,2025-01-12,28160.0,Lublin Gł. - Szczecin Gł.,Szczecin Główny,Reklamówka / Torba
266,2025-01-12,73107.0,Poznań Gł-Przemyśl Gł,Przemyśl Bakończyce,Telefon
267,2025-01-12,3532.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Elektroniczny
268,2025-01-12,5300.0,Gdynia Główna- Kraków Główny,Kraków Główny,Ubranie
269,2025-01-12,8120.0,Szczecin Gł. - Łódź Fabryczna,Środa Wielkopolska,Walizka / Plecak
270,2025-01-12,3534.0,Kraków Gł. - Bydgoszcz Gł.,Solec Kujawski,Walizka / Plecak
271,2025-01-12,3128.0,Kraków Gł. - Łódź Fabryczna,Piotrków Trybunalski,Walizka / Plecak
272,2025-01-12,1322.0,Warszawa Wsch. - Kraków Gł.,Kraków Główny,Artykuły Spożywcze
273,2025-01-12,63100.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Reklamówka / Torba
274,2025-01-12,55.0,Berlin Gesundbrunnen - Kraków Gł.,Kraków Główny,Walizka / Plecak
275,2025-01-12,115.0,Praha Hl. N. - Przemyśl Gł.,Brzesko-Okocim,Walizka / Plecak
276,2025-01-12,73005.0,Berlin Hbf- Kraków Główny,Kraków Główny,Ubranie
277,2025-01-12,51104.0,Gdynia Gł. - Łódź Fabryczna,Łódź Fabryczna,Ubranie
278,2025-01-12,3822.0,Kraków Gł. - Szczecin Gł.,Szczecin Główny,Reklamówka / Torba
279,2025-01-12,1102.0,Białystok - Łódź Fabryczna,Warszawa Wschodnia,Reklamówka / Torba
280,2025-01-12,6502.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Elektroniczny
281,2025-01-12,83171.0,Kołobrzeg- Kraków Główny,Kraków Główny,Ubranie
282,2025-01-12,3800.0,Kraków Gł. - Kołobrzeg,Kołobrzeg,Walizka / Plecak
283,2025-01-12,7220.0,Poznań Gł. - Lublin Gł.,Tomaszów Mazowiecki,Walizka / Plecak
284,2025-01-12,11150.0,Terespol - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
285,2025-01-12,8108.0,Szczecin Gł. - Suwałki,Małkinia,Sprzęt Elektroniczny
286,2025-01-12,1328.0,Łódź Fabryczna- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
287,2025-01-12,8306.0,Ustka - Przemyśl Gł.,Sędziszów Małopolski,Sprzęt Elektroniczny
288,2025-01-12,59.0,Berlin Gesundbrunnen - Przemyśl Gł.,Kraków Główny,Reklamówka / Torba
289,2025-01-12,75102.0,Poznań Gł. - Olsztyn Gł.,Olsztyn Główny,Walizka / Plecak
290,2025-01-12,83102.0,Kołobrzeg - Rzeszów Główny,Rzeszów Główny,Reklamówka / Torba
291,2025-01-12,6220.0,Wrocław Gł. - Kielce Główne,Włoszczowa,Kosztowności
292,2025-01-12,3150.0,Zakopane - Warszawa Wsch.,Zakopane,Dokument/Y
293,2025-01-12,8315.0,Szczecin Gł-Przemyśl Gł,Przemyśl Bakńczyce,Walizka / Plecak
294,2025-01-12,41013.0,Wiedeń- Warszawa,Warszawa Olszynka Grochowska,Walizka / Plecak
295,2025-01-12,5602.0,,Wrocław Główny,Artykuły Dziecięce
296,2025-01-12,41013.0,Wieden -Warszawa,Warszawa Olszynka Grochowska,Reklamówka / Torba
297,2025-01-12,46000.0,,Wrocław Główny,Ubranie
298,2025-01-12,83172.0,Świnoujście-Przemyśl,Przemyśl Bakończyce,Artykuły Muzyczne
299,2025-01-12,16102.0,,Wrocław Główny,Telefon
300,2025-01-12,61102.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
301,2025-01-12,3504.0,Kraków Gł. - Gdynia Gł.,Warszawa Centralna,Sprzęt Elektroniczny
302,2025-01-12,1622.0,Warszawa Wsch. - Wrocław Gł.,Łódź Widzew,Etui
303,2025-01-12,31100.0,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
304,2025-01-12,16106.0,Białystok - Wrocław Gł.,Pabianice,Walizka / Plecak
305,2025-01-12,81150.0,Kołobrzeg - Łódź Kaliska,Tczew,Etui
306,2025-01-12,5300.0,Gdynia Gł. - Kraków Gł.,Kraków Główny,Reklamówka / Torba
307,2025-01-12,5406.0,Gdynia Gł. - Bielsko-Biała Gł.,Zawiercie,Sprzęt Elektroniczny
308,2025-01-12,2520.0,Lublin Gł. - Bydgoszcz Gł.,Łowicz Główny,Sprzęt Elektroniczny
309,2025-01-12,8304.0,Kołobrzeg - Kraków Gł.,Mysłowice,Reklamówka / Torba
310,2025-01-12,36106.0,Kraków Gł. - Jelenia Góra,Sędzisław,Walizka / Plecak
311,2025-01-12,67104.0,Wrocław Gł. - Zielona Góra Gł.,Nowogród Osiedle,Rzeczy Osobiste
312,2025-01-12,5122.0,Olsztyn Gł. - Łódź Fabryczna,Łódź Fabryczna,Ubranie
313,2025-01-11,7320.0,Poznań Gł. - Kraków Gł.,Kraków Główny,Parasol
314,2025-01-11,81104.0,Szczecin Gł. - Białystok,Koszalin,Dokument/Y
315,2025-01-11,5324.0,Olsztyn Główny- Kraków Główny,Kraków Główny,Reklamówka / Torba
316,2025-01-11,1810.0,Warszawa Wsch. - Szczecin Gł.,Szczecin Główny,Walizka / Plecak
317,2025-01-11,58106.0,Olsztyn Gł. - Szczecin Gł.,Szczecin Główny,Rzeczy Osobiste
318,2025-01-11,7322.0,Poznań Główny- Kraków Główny,Kraków Główny,Dokument/Y
319,2025-01-11,58106.0,Olsztyn Gł. - Szczecin Gł.,Szczecin Główny,Książka
320,2025-01-11,6124.0,Wrocław Gł. - Białystok,Warszawa Centralna,Dokument/Y
321,2025-01-11,262.0,Praha Hl. N. - Gdynia Gł.,Gdynia Główna,Ubranie
322,2025-01-11,27100.0,Lublin-Poznań,Poznań Główny,Saszetka / Nerka
323,2025-01-11,5620.0,Ełk - Wrocław Gł.,Wrocław Główny,Sprzęt Agd
324,2025-01-11,3502.0,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
325,2025-01-11,18150.0,Łódź Kaliska - Kołobrzeg,Gdynia Główna,Sprzęt Elektroniczny
326,2025-01-11,13106.0,Warszawa Wsch. - Przemyśl Gł.,Przemyśl Główny,Ubranie
327,2025-01-11,51102.0,Gdynia Gł. - Łódź Fabryczna,Łódź Fabryczna,Ubranie
328,2025-01-11,8102.0,Szczecin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
329,2025-01-11,5222.0,Bydgoszcz Gł. - Lublin Gł.,Warszawa Wschodnia,Ubranie
330,2025-01-11,83102.0,Kołobrzeg - Rzeszów Główny,Pilawa,Rzeczy Osobiste
331,2025-01-11,83102.0,Kołobrzeg - Rzeszów Główny,Puławy Miasto,Reklamówka / Torba
332,2025-01-11,3722.0,Kraków Gł. - Poznań Gł.,Ostrów Wielkopolski,Rzeczy Osobiste
333,2025-01-11,3524.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Książka
334,2025-01-11,5400.0,Gdynia Gł. - Gliwice,Warszawa Zachodnia,Sprzęt Elektroniczny
335,2025-01-11,5302.0,Gdynia Główna - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
336,2025-01-11,19134.0,Warszawa Wsch. - Łódź Fabryczna,Łódź Fabryczna,Walizka / Plecak
337,2025-01-11,51106.0,Gdynia Gł. - Łódź Fabryczna,Żyrardów,Portfel
338,2025-01-11,1632.0,Warszawa Wsch. - Zgorzelec,Częstochowa,Dokument/Y
339,2025-01-11,5300.0,Gdynia Główna - Kraków Główny,Kraków Główny,Reklamówka / Torba
340,2025-01-11,63172.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Artykuły Medyczne
341,2025-01-11,5620.0,Ełk - Wrocław Gł.,Wrocław Nadodrze,Sprzęt Elektroniczny
342,2025-01-11,1522.0,Łódź Fabryczna - Olsztyn Gł.,Olsztyn Główny,Walizka / Plecak
343,2025-01-11,7202.0,Zielona Góra -Lublin,Lublin,Portfel
344,2025-01-11,62104.0,Wrocław Gł-Lublin,Lublin,Dokument/Y
345,2025-01-11,1124.0,Terespol - Warszawa Zach.,Warszawa Zachodnia,Walizka / Plecak
346,2025-01-11,460.0,Praha Hl. N. - Gdynia Gł.,Wrocław Główny,Etui
347,2025-01-11,53170.0,Gdynia - Krynica Zdrój,Gdynia Leszczynki,Rzeczy Osobiste
348,2025-01-11,5306.0,Gdynia Gł. - Kraków Gł.,Warszawa Zachodnia,Reklamówka / Torba
349,2025-01-11,35170.0,Krynica-Gdynia,Gdynia Leszczynki,Portfel
350,2025-01-11,16104.0,,Wrocław Główny,Etui
351,2025-01-11,17100.0,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
352,2025-01-11,43009.0,Petrovice - Przemyśl Gł,Przemyśl Bakończyce,Reklamówka / Torba
353,2025-01-11,58102.0,Olsztyn Gł. - Szczecin Gł.,Gdynia Główna,Ubranie
354,2025-01-11,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Ubranie
355,2025-01-11,73000.0,Frankfurt- Przemyśl Gł,Przemyśl Bakńczyce,Reklamówka / Torba
356,2025-01-11,5620.0,Ełk - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
357,2025-01-11,38104.0,Rzeszów Główny - Piła Gł.,Sochaczew,Sprzęt Agd
358,2025-01-10,58100.0,Gdańsk Główny - Szczecin Główny,Szczecin Główny,Portfel
359,2025-01-10,56102.0,,Wrocław Główny,Reklamówka / Torba
360,2025-01-10,45100.0,Katowice-Gdynia,Gdynia Leszczynki,Walizka / Plecak
361,2025-01-10,73000.0,Berlin-Przemyśl Gł,Przemyśl Bakończyce,Telefon
362,2025-01-10,1634.0,,Wrocław Główny,Ubranie
363,2025-01-10,1634.0,,Wrocław Główny,Rzeczy Osobiste
364,2025-01-10,86100.0,Kołobrzeg - Wrocław Gł.,Wrocław Główny,Książka
365,2025-01-10,51106.0,Gdynia Gł. - Łódź Fabryczna,Łódź Fabryczna,Walizka / Plecak
366,2025-01-10,5306.0,Gdynia Główna - Kraków Główny,Kraków Główny,Artykuły Biurowe
367,2025-01-10,5602.0,,Wrocław Główny,Etui
368,2025-01-10,3534.0,Kraków Gł. - Bydgoszcz Gł.,Zgierz,Sprzęt Agd
369,2025-01-10,72100.0,Poznań Głowny-Lublin,Lublin,Artykuły Biurowe
370,2025-01-10,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Walizka / Plecak
371,2025-01-10,3504.0,Kraków Gł. - Gdynia Gł.,Tczew,Rzeczy Osobiste
372,2025-01-10,1634.0,,Wrocław Główny,Artykuły Muzyczne
373,2025-01-10,86100.0,Kołobrzeg - Wrocław Gł.,Wrocław Główny,Ubranie
374,2025-01-10,38108.0,Zakopane - Szczecin Gł.,Gdynia Główna,Reklamówka / Torba
375,2025-01-10,18114.0,Łódź Fabryczna - Kołobrzeg,Mława Miasto,Walizka / Plecak
376,2025-01-10,65100.0,Jelenia Góra - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
377,2025-01-10,6128.0,Wrocław Gł. - Białystok,Białystok,Reklamówka / Torba
378,2025-01-10,61107.0,Wrocław Gł. - Białystok,Białystok,Parasol
379,2025-01-10,231.0,Berlin Gesundbrunnen - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
380,2025-01-10,81104.0,Szczecin Gł. - Białystok,Szczytno,Reklamówka / Torba
381,2025-01-10,4120.0,Bielsko-Biała Gł. - Białystok,Koluszki,Telefon
382,2025-01-10,3510.0,Kraków Gł. - Gdynia Gł.,Warszawa Wschodnia,Rzeczy Osobiste
383,2025-01-10,5310.0,Gdynia Gł. - Kraków Gł.,Warszawa Zachodnia,Akcesoria Dla Zwierząt
384,2025-01-10,3128.0,Kraków Gł. - Łódź Fabryczna,Piotrków Trybunalski,Etui
385,2025-01-10,5220.0,Bydgoszcz Gł. - Lublin Gł.,Warszawa Centralna,Rzeczy Osobiste
386,2025-01-10,3530.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Artykuły Spożywcze
387,2025-01-10,26104.0,,Wrocław Główny,Etui
388,2025-01-10,65102.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
389,2025-01-10,3812.0,Przemyśl Gł. - Słupsk,Szczecinek,Sprzęt Elektroniczny
390,2025-01-10,8320.0,Szczecin Gł. - Kraków Gł.,Łódź Kaliska,Walizka / Plecak
391,2025-01-10,23104.0,Lublin - Kraków,Kraków Główny,Ubranie
392,2025-01-10,14010.0,"Bohumin -Warszawa-,, Szopen,,",Warszawa Olszynka Grochowska,Telefon
393,2025-01-10,70108.0,Poznań Gł. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
394,2025-01-10,8312.0,Słupsk - Przemyśl Gł.,Przemyśl Główny,Portfel
395,2025-01-10,3858.0,Przemyśl Gł. - Świnoujście,Kostrzyn,Telefon
396,2025-01-10,85106.0,Szczecin-Olsztyn,Olsztyn Główny,Artykuły Muzyczne
397,2025-01-10,75102.0,Poznan-Olsztyn,Olsztyn Główny,Telefon
398,2025-01-10,5304.0,Gdynia Główna- Kraków Główny,Kraków Główny,Ubranie
399,2025-01-10,15104.0,Łódź Fabryczna - Gdynia Gł.,Nowy Dwór Mazowiecki,Sprzęt Elektroniczny
400,2025-01-10,5300.0,Gdynia Główna- Kraków Główny,Kraków Główny,Ubranie
401,2025-01-10,1304.0,Warszawa Wschodnia- Kraków Główny,Kraków Główny,Rzeczy Osobiste
402,2025-01-10,84100.0,Słupsk - Katowice,Rawicz,Sprzęt Elektroniczny
403,2025-01-10,5300.0,Gdynia Główna- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
404,2025-01-10,8322.0,Szczecin Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
405,2025-01-10,51106.0,Gdynia Gl - Łódź Fabryczna,Lodz Fabryczna,Walizka / Plecak
406,2025-01-10,1104.0,Bialystok - Łódź,Lodz Fabryczna,Walizka / Plecak
407,2025-01-10,1428.0,Warszawa Wsch. - Żywiec,Dąbrowa Górnicza,Telefon
408,2025-01-10,83106.0,Szczecin Gł. - Zakopane,Trzebinia,Reklamówka / Torba
409,2025-01-10,61102.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Walizka / Plecak
410,2025-01-10,22100.0,Hrubieszów Miasto - Lublin Gł.,Hrubieszów Miasto,Kosztowności
411,2025-01-10,5324.0,Olsztyn Główny - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
412,2025-01-10,249.0,Berlin Gesundbrunnen - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
413,2025-01-10,6120.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
414,2025-01-10,16104.0,Białystok - Wrocław Gł.,Oleśnica Rataje,Portfel
415,2025-01-10,3508.0,Rzeszów Główny - Gdynia Gł.,Gdańsk Oliwa,Sprzęt Elektroniczny
416,2025-01-10,38110.0,Kraków Gł. - Kołobrzeg,Piła Główna,Artykuły Biurowe
417,2025-01-09,5402.0,Gdynia Gł. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Etui
418,2025-01-09,6122.0,Wrocław Gł. - Warszawa Wsch.,Wrocław Nadodrze,Walizka / Plecak
419,2025-01-09,4508.0,Gliwice - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
420,2025-01-09,8478033.0,Słupsk-Przemyśl Poc Nr 8313/2,Warszawa Olszynka Grochowska,Telefon
421,2025-01-09,6134.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
422,2025-01-09,51100.0,Gdynia Gł. - Łódź Fabryczna,Skierniewice,Sprzęt Elektroniczny
423,2025-01-09,61107.0,Wrocław Gł. - Białystok,Białystok,Sprzęt Sportowy
424,2025-01-09,85104.0,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Książka
425,2025-01-09,8120.0,Szczecin Gł. - Łódź Fabryczna,Łódź Fabryczna,Sprzęt Agd
426,2025-01-09,110.0,Warszawa Wsch. - Bohumin,Chałupki,Walizka / Plecak
427,2025-01-09,1702.0,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Sprzęt Elektroniczny
428,2025-01-09,5300.0,Gdynia Główna - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
429,2025-01-09,6502.0,Wrocław Gł-Olsztyn Gł,Olsztyn Główny,Telefon
430,2025-01-09,1306.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Ubranie
431,2025-01-09,1020.0,Warszawa Wsch. Terespol,Terespol,Parasol
432,2025-01-09,1304.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Artykuły Medyczne
433,2025-01-09,1622.0,,Wrocław Główny,Artykuły Dziecięce
434,2025-01-09,26102.0,Lublin Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
435,2025-01-09,83192.0,Szczecin Gł. - Zakopane,Chabówka Stadion,Rzeczy Osobiste
436,2025-01-09,83172.0,Świnoujście-Przemyśl Gł,Przemyśl Bakończyce,Telefon
437,2025-01-09,15110.0,Warszawa Wsch. - Gdynia Gł.,Olsztyn Główny,Portfel
438,2025-01-09,3812.0,Przemyśl Gł. - Słupsk,Rawicz,Reklamówka / Torba
439,2025-01-09,5334.0,Bydgoszcz Główna - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
440,2025-01-09,1020.0,Warszawa Wsch. - Terespol,Terespol,Parasol
441,2025-01-09,460.0,Praha Hl. N. - Gdynia Gł.,Gniezno,Telefon
442,2025-01-09,3600.0,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Ubranie
443,2025-01-09,,,Wrocław Główny,Saszetka / Nerka
444,2025-01-09,4500.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
445,2025-01-09,49.0,Berlin Gesundbrunnen - Warszawa Wsch.,Rzepin,Walizka / Plecak
446,2025-01-09,25100.0,Chełm-Bydgoszcz Gł.,Bydgoszcz Główna,Sprzęt Elektroniczny
447,2025-01-09,4504.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
448,2025-01-08,3820.0,Kraków Gł. - Szczecin Gł.,Szamotuły,Sprzęt Elektroniczny
449,2025-01-08,38100.0,Rzeszów Główny - Świnoujście,Szamotuły,Sprzęt Elektroniczny
450,2025-01-08,15104.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
451,2025-01-08,45100.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdańsk Wrzeszcz,Dokument/Y
452,2025-01-08,1528.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
453,2025-01-08,57104.0,Gdynia Gł. - Zielona Góra Gł.,Zielona Góra Główna,Walizka / Plecak
454,2025-01-08,5328.0,Olsztyn Gł. - Kraków Gł.,Miechów,Saszetka / Nerka
455,2025-01-08,3502.0,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
456,2025-01-08,2524.0,Lublin Gł. - Bydgoszcz Gł.,Łowicz Główny,Portfel
457,2025-01-08,91130.0,Łódź Fabryczna - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
458,2025-01-08,3806.0,Przemyśl Gł. - Słupsk,Słupsk,Walizka / Plecak
459,2025-01-08,1528.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
460,2025-01-08,1005.0,Łódź Fabryczna-Białystok,Białystok,Sprzęt Elektroniczny
461,2025-01-08,8300.0,Kołobrzeg - Kraków Gł.,Warszawa Wschodnia,Obuwie
462,2025-01-08,3820.0,Kraków Gł. - Szczecin Gł.,Szczecin Główny,Walizka / Plecak
463,2025-01-08,1602.0,,Wrocław Główny,Walizka / Plecak
464,2025-01-08,58104.0,Olsztyn Gł. - Szczecin Gł.,Lębork,Walizka / Plecak
465,2025-01-08,5600.0,,Wrocław Główny,Dokument/Y
466,2025-01-08,63172.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Etui
467,2025-01-08,16152.0,Warszawa Wsch. - Szklarska Por.G.,Szklarska Poręba Górna,Ubranie
468,2025-01-08,3812.0,Przemyśl Gł. - Słupsk,Białogard,Walizka / Plecak
469,2025-01-08,3560.0,Zakopane - Gdynia Gł.,Zgierz,Rzeczy Osobiste
470,2025-01-08,3508.0,Rzeszów Główny - Gdynia Gł.,Iława Główna,Sprzęt Elektroniczny
471,2025-01-08,3524.0,Kraków   Olsztyn,Olsztyn Główny,Portfel
472,2025-01-08,16104.0,,Wrocław Główny,Telefon
473,2025-01-08,75102.0,Poznań Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Elektroniczny
474,2025-01-08,8120.0,Szczecin Gł. - Łódź Fabryczna,Środa Wielkopolska,Sprzęt Elektroniczny
475,2025-01-08,1100.0,Białystok - Łódź Fabryczna,Łódź Fabryczna,Sprzęt Elektroniczny
476,2025-01-08,8120.0,Szczecin Gł. - Łódź Fabryczna,Łódź Fabryczna,Reklamówka / Torba
477,2025-01-08,3806.0,Przemyśl Gł. - Słupsk,Rogoźno Wielkopolskie,Rzeczy Osobiste
478,2025-01-08,3108.0,Kraków Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
479,2025-01-07,5450.0,Gdynia Gł. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Etui
480,2025-01-07,608.0,Giżycko - Olsztyn Gł.,Giżycko,Ubranie
481,2025-01-07,,,Wrocław Główny,Walizka / Plecak
482,2025-01-07,6128.0,Wrocław-Białystok,Białystok,Sprzęt Elektroniczny
483,2025-01-07,5600.0,,Wrocław Główny,Artykuły Muzyczne
484,2025-01-07,1410.0,Warszawa Wsch. - Bielsko-Biała Gł.,Katowice,Rzeczy Osobiste
485,2025-01-07,54100.0,Gdynia Gł. - Bielsko-Biała Gł.,Oława,Ubranie
486,2025-01-07,,,Wrocław Główny,Książka
487,2025-01-07,8305.0,Kołobrzeg- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
488,2025-01-07,4524.0,Racibórz - Olsztyn Gł.,Olsztyn Główny,Ubranie
489,2025-01-07,8320.0,Szczecin Główny- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
490,2025-01-07,4502.0,Gliwice - Gdynia Gł.,Warszawa Wschodnia,Reklamówka / Torba
491,2025-01-07,16104.0,Białystok - Wrocław Gł.,Wrocław Główny,Saszetka / Nerka
492,2025-01-07,81104.0,Szczecin Gł. - Białystok,Ełk,Sprzęt Elektroniczny
493,2025-01-07,65102.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Walizka / Plecak
494,2025-01-07,83192.0,Szczecin Gł. - Zakopane,Zakopane,Walizka / Plecak
495,2025-01-07,,,Wrocław Główny,Ubranie
496,2025-01-07,5130.0,Bydgoszcz Gł. - Warszawa Zach.,Mława Miasto,Rzeczy Osobiste
497,2025-01-07,5124.0,Bydgoszcz Gł. - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
498,2025-01-07,21104.0,Lublin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Agd
499,2025-01-07,53104.0,Gdynia Gł. - Zakopane,Zakopane,Walizka / Plecak
500,2025-01-07,3108.0,Kraków Gł. - Warszawa Wsch.,Kraków Główny,Sprzęt Agd
501,2025-01-07,7220.0,Poznań-Lublin,Lublin,Walizka / Plecak
502,2025-01-07,80102.0,Gorzów Wlkp. - Piła Gł.,Gorzów Wielkopolski,Artykuły Muzyczne
503,2025-01-07,8320.0,Szczecin Główny- Kraków Główny,Kraków Główny,Ubranie
504,2025-01-07,81114.0,Kołobrzeg - Łódź Fabryczna,Łódź Fabryczna,Dokument/Y
505,2025-01-07,25100.0,Chełm - Bydgoszcz Gł.,Bydgoszcz Główna,Artykuły Spożywcze
506,2025-01-07,57100.0,Olsztyn Gł. - Poznań Gł.,Poznań Główny,Walizka / Plecak
507,2025-01-07,4128.0,Żywiec - Warszawa Wsch.,Warszawa Olszynka Grochowska,Portfel
508,2025-01-07,56100.0,Gdynia Gł. - Jelenia Góra,Wrocław Główny,Portfel
509,2025-01-07,15106.0,Łódź Fabryczna - Gdynia Gł.,Iława Główna,Portfel
510,2025-01-07,54.0,Kraków Gł. - Berlin Gesundbrunnen,Rzepin,Sprzęt Elektroniczny
511,2025-01-07,5122.0,Olsztyn Gł. - Łódź Fabryczna,Łódź Fabryczna,Parasol
512,2025-01-07,3808.0,Przemyśl Gł. - Szczecin Gł.,Wrocław Główny,Artykuły Medyczne
513,2025-01-07,58104.0,Olsztyn Gł. - Szczecin Gł.,Szczecin Główny,Rzeczy Osobiste
514,2025-01-07,2520.0,Lublin Gł. - Bydgoszcz Gł.,Bydgoszcz Główna,Ubranie
515,2025-01-07,6300.0,Wrocław Gł. - Przemyśl Gł.,Dębica,Sprzęt Elektroniczny
516,2025-01-07,3526.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Rzeczy Osobiste
517,2025-01-07,60101.0,Wrocław Gł. - Jelenia Góra,Jaworzyna Śląska,Sprzęt Elektroniczny
518,2025-01-06,51102.0,Gdynia Gł. - Łódź Fabryczna,Warszawa Wschodnia,Dokument/Y
519,2025-01-06,5604.0,Gdynia Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
520,2025-01-06,28160.0,Lublin Gł. - Szczecin Gł.,Szczecin Główny,Ubranie
